date,temp,heat_need
2008-05-01,10.09,7.91
2008-06-01,12.84,5.16
2008-07-01,13.74,4.26
2008-08-01,13.71,4.289999999999999
2008-09-01,8.8,9.2
2008-10-01,6.59,11.41
2008-11-01,0.94,17.06
2008-12-01,-2.52,20.52
2009-01-01,-4.45,22.45
2009-02-01,-3.43,21.43
2009-03-01,0.01,17.99
2009-04-01,6.3,11.7
2009-05-01,10.82,7.18
2009-06-01,11.99,6.01
2009-07-01,14.38,3.619999999999999
2009-08-01,15.72,2.2799999999999994
2009-09-01,11.72,6.279999999999999
2009-10-01,6.06,11.940000000000001
2009-11-01,3.38,14.620000000000001
2009-12-01,-2.89,20.89
2010-01-01,-5.17,23.17
2010-02-01,-3.34,21.34
2010-03-01,-0.12,18.12
2010-04-01,5.11,12.89
2010-05-01,7.07,10.93
2010-06-01,12.33,5.67
2010-07-01,15.84,2.16
2010-08-01,12.88,5.119999999999999
2010-09-01,9.32,8.68
2010-10-01,5.49,12.51
2010-11-01,1.03,16.97
2010-12-01,-4.29,22.29
2011-01-01,-2.44,20.44
2011-02-01,-0.53,18.53
2011-03-01,2.31,15.69
2011-04-01,7.6,10.4
2011-05-01,10.58,7.42
2011-06-01,12.31,5.6899999999999995
2011-07-01,12.05,5.949999999999999
2011-08-01,15.18,2.8200000000000003
2011-09-01,12.63,5.369999999999999
2011-10-01,6.52,11.48
2011-11-01,3.69,14.31
2011-12-01,-0.52,18.52
2012-01-01,-1.81,19.81
2012-02-01,-6.48,24.48
2012-03-01,3.73,14.27
2012-04-01,4.08,13.92
2012-05-01,9.42,8.58
2012-06-01,13.29,4.710000000000001
2012-07-01,13.97,4.029999999999999
2012-08-01,15.54,2.460000000000001
2012-09-01,10.67,7.33
2012-10-01,6.84,11.16
2012-11-01,2.73,15.27
2012-12-01,-2.18,20.18
2013-01-01,-2.67,20.67
2013-02-01,-5.34,23.34
2013-03-01,-0.76,18.76
2013-04-01,4.87,13.129999999999999
2013-05-01,6.24,11.76
2013-06-01,11.49,6.51
2013-07-01,15.98,2.0199999999999996
2013-08-01,14.41,3.59
2013-09-01,10.98,7.02
2013-10-01,7.95,10.05
2013-11-01,0.5,17.5
2013-12-01,-0.44,18.44
2014-01-01,-0.64,18.64
2014-02-01,-0.43,18.43
2014-03-01,2.81,15.19
2014-04-01,6.13,11.870000000000001
2014-05-01,7.73,10.27
2014-06-01,13.16,4.84
2014-07-01,13.33,4.67
2014-08-01,12.1,5.9
2014-09-01,11.2,6.800000000000001
2014-10-01,8.78,9.22
2014-11-01,4.33,13.67
2014-12-01,-0.36,18.36
2015-01-01,-1.66,19.66
2015-02-01,-3.21,21.21
2015-03-01,2.04,15.96
2015-04-01,5.34,12.66
2015-05-01,9.29,8.71
2015-06-01,13.6,4.4
2015-07-01,17.75,0.25
2015-08-01,15.57,2.4299999999999997
2015-09-01,9.07,8.93
2015-10-01,5.88,12.120000000000001
2015-11-01,4.16,13.84
2015-12-01,2.24,15.76
2016-01-01,-1.11,19.11
2016-02-01,-0.18,18.18
2016-03-01,0.16,17.84
2016-04-01,4.59,13.41
2016-05-01,7.9,10.1
2016-06-01,11.99,6.01
2016-07-01,15.09,2.91
2016-08-01,14.8,3.1999999999999993
2016-09-01,12.55,5.449999999999999
2016-10-01,5.38,12.620000000000001
2016-11-01,1.81,16.19
2016-12-01,-0.13,18.13
2017-01-01,-5.16,23.16
2017-02-01,0.47,17.53
2017-03-01,4.13,13.870000000000001
2017-04-01,4.43,13.57
2017-05-01,9.83,8.17
2017-06-01,15.2,2.8000000000000007
2017-07-01,15.04,2.960000000000001
2017-08-01,15.46,2.539999999999999
2017-09-01,8.66,9.34
2017-10-01,7.78,10.219999999999999
2017-11-01,0.87,17.13
2017-12-01,-2.46,20.46
2018-01-01,0.47,17.53
2018-02-01,-5.21,23.21
2018-03-01,-0.18,18.18
2018-04-01,7.82,10.18
2018-05-01,10.46,7.539999999999999
2018-06-01,13.82,4.18
2018-07-01,16.23,1.7699999999999996
2018-08-01,15.89,2.1099999999999994
2018-09-01,12.58,5.42
2018-10-01,8.04,9.96
2018-11-01,2.78,15.22
2018-12-01,-0.13,18.13
2019-01-01,-4.38,22.38
2019-02-01,0.74,17.26
2019-03-01,2.29,15.71
2019-04-01,4.5,13.5
2019-05-01,6.12,11.879999999999999
2019-06-01,15.28,2.7200000000000006
2019-07-01,16.22,1.7800000000000011
2019-08-01,15.12,2.880000000000001
2019-09-01,11.4,6.6
2019-10-01,8.46,9.54
2019-11-01,1.51,16.49
2019-12-01,0.77,17.23
2020-01-01,-0.28,18.28
2020-02-01,1.64,16.36
2020-03-01,1.57,16.43
2020-04-01,7.65,10.35
2020-05-01,9.57,8.43
2020-06-01,11.85,6.15
2020-07-01,15.42,2.58
2020-08-01,15.22,2.7799999999999994
2020-09-01,11.9,6.1
2020-10-01,5.38,12.620000000000001
2020-11-01,3.69,14.31
2020-12-01,-1.2,19.2
2021-01-01,-3.56,21.56
2021-02-01,0.84,17.16
2021-03-01,0.95,17.05
2021-04-01,2.9,15.1
2021-05-01,6.25,11.75
2021-06-01,14.39,3.6099999999999994
2021-07-01,13.91,4.09
2021-08-01,13.12,4.880000000000001
2021-09-01,12.15,5.85
2021-10-01,6.28,11.719999999999999
2021-11-01,1.13,16.87
2021-12-01,-0.65,18.65
2022-01-01,-1.48,19.48
2022-02-01,-0.13,18.13
2022-03-01,2.38,15.620000000000001
2022-04-01,4.63,13.370000000000001
2022-05-01,11.51,6.49
2022-06-01,15.37,2.630000000000001
2022-07-01,16.97,1.0300000000000011
2022-08-01,16.15,1.8500000000000014
2022-09-01,10.09,7.91
2022-10-01,10.45,7.550000000000001
2022-11-01,3.33,14.67
2022-12-01,-0.28,18.28
2023-01-01,-1.61,19.61
2023-02-01,0.08,17.92
2023-03-01,2.66,15.34
2023-04-01,3.71,14.29
2023-05-01,9.36,8.64
2023-06-01,14.94,3.0600000000000005
2023-07-01,15.98,2.0199999999999996
2023-08-01,15.58,2.42
2023-09-01,14.3,3.6999999999999993
2023-10-01,9.71,8.29
2023-11-01,1.59,16.41
2023-12-01,0.65,17.35
2024-01-01,-0.64,18.64
2024-02-01,2.7,15.3
2024-03-01,3.29,14.71
2024-04-01,5.19,12.809999999999999
2024-05-01,8.84,9.16
2024-06-01,13.08,4.92
2024-07-01,16.08,1.9200000000000017
2024-08-01,17.07,0.9299999999999997
2024-09-01,9.99,8.01
2024-10-01,8.4,9.6
2024-11-01,2.83,15.17
2024-12-01,-0.84,18.84
2025-01-01,-0.81,18.81
2025-02-01,-0.04,18.04
2025-03-01,2.8,15.2
2025-04-01,6.75,11.25
2025-05-01,9.06,8.94
2025-06-01,16.43,1.5700000000000003
2025-07-01,14.18,3.8200000000000003
2025-08-01,15.59,2.41
2025-09-01,10.95,7.050000000000001
2025-10-01,6.38,11.620000000000001
2025-11-01,,
2025-12-01,,
